session_id,user_id,anonymous_id,session_start,session_end,session_duration_seconds,events_count,product_views,add_to_cart_count,remove_from_cart_count,favorites_add_count,favorites_remove_count,search_count,label_purchase,cart_view_ratio,events_per_second,favorites_ratio,engagement_score
08d800c6-0cdb-4b5d-b6a4-7ea46fe1d06f,6d9bf405-a18d-483d-9ebc-2e88583a2879,,2026-02-23 20:36:13.467431+00:00,2026-02-23 20:36:25.467431+00:00,12,13,3,1,0,3,0,2,1,0.25,1.0,0.75,8
08f1072d-ee09-4396-8048-1bcbf0756acf,,908c2001-7a78-468c-8373-8ca7869c41bb,2026-02-23 20:36:12.542614+00:00,2026-02-23 20:36:25.542614+00:00,13,8,3,0,0,0,0,3,0,0.0,0.5714285714285714,0.0,3
09105fdc-5402-40d2-9227-93256ab139c7,1ed6dc96-bcae-49ba-bb30-ed1a50a0ec9a,,2026-02-23 20:36:13.469980+00:00,2026-02-23 20:36:28.469980+00:00,15,16,4,2,0,2,0,4,0,0.4,1.0,0.4,10
09385d91-b484-4924-b3bb-0cbade62229f,,fe309381-cb8b-4300-b48a-22a1a88299f2,2026-02-23 20:36:11.894541+00:00,2026-02-23 20:36:21.894541+00:00,10,5,2,0,0,0,0,1,0,0.0,0.45454545454545453,0.0,2
095ec052-2d3e-427e-bb9f-2c3b6c539281,31474a28-970a-4e5a-b31a-646640d55156,,2026-02-23 20:36:13.260884+00:00,2026-02-23 20:36:23.260884+00:00,10,10,1,2,0,0,0,2,1,1.0,0.9090909090909091,0.0,5
0963de3d-13f3-4162-8d08-fc7980da4d62,cbf73261-2d2a-4523-94d8-40c8acfbfeea,,2026-02-23 20:36:11.584599+00:00,2026-02-23 20:36:25.584599+00:00,14,14,4,2,0,2,0,3,0,0.4,0.9333333333333333,0.4,10
0988f2c6-af86-4106-a2d9-43e37a7e00b4,,de6c03a6-4502-407c-9dee-4a67104e7ca3,2026-02-23 20:36:13.580894+00:00,2026-02-23 20:36:25.580894+00:00,12,7,3,0,0,0,0,2,0,0.0,0.5384615384615384,0.0,3
098f960c-72fd-44fa-93c2-fbbfcdb1d137,,cd1d17dc-8fb7-4d6f-a250-f767efefae66,2026-02-23 20:36:13.467587+00:00,2026-02-23 20:36:26.467587+00:00,13,8,3,0,0,0,0,3,0,0.0,0.5714285714285714,0.0,3
09e296c3-4507-4573-93af-bc3619632425,,c7628895-af91-4da6-bdfa-6b361ae6ac01,2026-02-23 20:36:13.055261+00:00,2026-02-23 20:36:26.055261+00:00,13,8,3,0,0,0,0,3,0,0.0,0.5714285714285714,0.0,3
09fdd642-12a8-47e9-92e8-09d68979d9b8,,3ee9c1d1-afac-4a9b-9189-38a6cb94f5ff,2026-02-23 20:36:11.480949+00:00,2026-02-23 20:36:25.480949+00:00,14,9,2,0,0,0,0,5,0,0.0,0.6,0.0,2
0a12cf67-1045-4b6b-b635-dff96392000e,,8b50099e-4209-40ef-b6ef-f163dc295eb0,2026-02-23 20:36:13.364723+00:00,2026-02-23 20:36:23.364723+00:00,10,5,2,0,0,0,0,1,0,0.0,0.45454545454545453,0.0,2
0a2edb88-0dea-4c68-8c4e-104672d768d4,c386f216-754a-4a89-b9aa-89f776070a0e,,2026-02-23 20:36:12.207893+00:00,2026-02-23 20:36:23.207893+00:00,11,10,1,2,0,1,0,3,0,1.0,0.8333333333333334,0.5,6
0a616f5a-16fe-4b8c-b94c-2798835df36a,,33646614-d9ea-4e3e-959b-e1af13fd8753,2026-02-23 20:36:13.469243+00:00,2026-02-23 20:36:23.469243+00:00,10,5,1,0,0,0,0,2,0,0.0,0.45454545454545453,0.0,1
0a64622f-e3e3-4756-b337-9a508eb2002a,4828fdb2-44ce-462e-910e-fcdff3427fea,,2026-02-23 20:36:11.789385+00:00,2026-02-23 20:36:25.789385+00:00,14,13,3,2,0,0,0,4,1,0.5,0.8666666666666667,0.0,7
0ac1c766-4e5b-4697-8e8b-79f098cf6e7b,,e99852fc-f365-4023-9788-93e4a7a6f3e4,2026-02-23 20:36:11.686114+00:00,2026-02-23 20:36:26.686114+00:00,15,10,3,0,0,0,0,5,0,0.0,0.625,0.0,3
0ac87e0e-a58f-4fd2-a073-e163877a6b44,,7e9cd2ee-2b48-4e83-b049-15ae1288f3ea,2026-02-23 20:36:12.542271+00:00,2026-02-23 20:36:27.542271+00:00,15,10,3,0,0,0,0,5,0,0.0,0.625,0.0,3
0acac327-d422-4efc-a2b4-1f93351239ab,408ba49f-1525-461b-b106-160c259f9767,,2026-02-23 20:36:13.361187+00:00,2026-02-23 20:36:24.361187+00:00,11,8,2,1,0,0,0,2,0,0.3333333333333333,0.6666666666666666,0.0,4
0b013e21-2ff9-4b06-87dd-021c1abc2a40,,b26fd112-d398-4582-9c43-b3799430c08b,2026-02-23 20:36:12.942927+00:00,2026-02-23 20:36:26.942927+00:00,14,9,4,0,0,0,0,3,0,0.0,0.6,0.0,4
0b0dbec8-9a0a-4a53-bf1d-85e1bccb7d9f,,a8752433-4493-4ed0-bf54-1a9d53527455,2026-02-23 20:36:11.047332+00:00,2026-02-23 20:36:24.047332+00:00,13,8,3,0,0,0,0,3,0,0.0,0.5714285714285714,0.0,3
0b6f51f7-c715-49bf-a766-2559c818d446,2a413ee8-0d56-4457-a639-f6857bd5cd85,,2026-02-23 20:36:11.683127+00:00,2026-02-23 20:36:23.683127+00:00,12,11,2,0,0,2,0,3,1,0.0,0.8461538461538461,0.6666666666666666,4
0ba4385c-0ee0-4e6e-bec6-9a39aecbe1dd,,b9e681b5-9aec-4868-891c-9aabd0e01a8b,2026-02-23 20:36:12.545426+00:00,2026-02-23 20:36:22.545426+00:00,10,5,1,0,0,0,0,2,0,0.0,0.45454545454545453,0.0,1
0baf7f4a-1ed8-4793-ab1f-677a3b3f766b,307a5054-f84d-4044-8136-764dddb271ee,,2026-02-23 20:36:13.159176+00:00,2026-02-23 20:36:24.159176+00:00,11,10,2,1,0,1,0,2,0,0.3333333333333333,0.8333333333333334,0.3333333333333333,5
0bafb001-9914-4896-8428-627d34678188,,1cd7e82f-e1aa-4c2f-b857-6cbe99102c93,2026-02-23 20:36:12.838637+00:00,2026-02-23 20:36:27.838637+00:00,15,10,7,0,0,0,0,1,0,0.0,0.625,0.0,7
0bc0bf6a-0805-479e-959f-25791b13c624,a38df29c-89f0-46d7-b0fb-8c3b521b375f,,2026-02-23 20:36:11.683663+00:00,2026-02-23 20:36:25.683663+00:00,14,14,3,1,0,3,0,4,0,0.25,0.9333333333333333,0.75,8
0bdb28da-3744-480b-b891-e91bb97db38c,2dc1b584-b342-4587-8750-a45ef8bc2046,,2026-02-23 20:36:11.587196+00:00,2026-02-23 20:36:23.587196+00:00,12,9,4,0,0,1,0,1,0,0.0,0.6923076923076923,0.2,5
0c080ba7-5adc-419c-acfc-68293fc5d29c,ecd85ab7-7f93-41b0-a339-564bc2ecee59,,2026-02-23 20:36:11.789151+00:00,2026-02-23 20:36:22.789151+00:00,11,9,2,1,0,1,0,2,0,0.3333333333333333,0.75,0.3333333333333333,5
0c0eb705-6008-4ba0-ad7e-13824f0ee12d,cb4b226b-e31d-4b63-8899-76c409b93859,,2026-02-23 20:36:13.261168+00:00,2026-02-23 20:36:26.261168+00:00,13,11,4,0,0,1,0,2,1,0.0,0.7857142857142857,0.2,5
0c593313-0eb6-43e8-89ea-94a3ee522c18,,ab14eeeb-479b-4a06-a73a-8ace638772c0,2026-02-23 20:36:12.442035+00:00,2026-02-23 20:36:22.442035+00:00,10,5,1,0,0,0,0,2,0,0.0,0.45454545454545453,0.0,1
0c895185-9560-44a3-9014-85a2f71f601d,,7418034f-288d-4d24-bea6-b5c5302e6ec7,2026-02-23 20:36:11.257219+00:00,2026-02-23 20:36:23.257219+00:00,12,7,3,0,0,0,0,2,0,0.0,0.5384615384615384,0.0,3
0cc2480a-7029-4eb0-81ef-73ebb2772ba1,,3ec92b5e-e15f-48db-97bc-817b0a426ae4,2026-02-23 20:36:12.316097+00:00,2026-02-23 20:36:23.316097+00:00,11,6,1,0,0,0,0,3,0,0.0,0.5,0.0,1
0ce998a8-425c-4484-a08e-43011206e716,,6422c17b-6313-4805-989e-9c5ef8410576,2026-02-23 20:36:11.363409+00:00,2026-02-23 20:36:24.363409+00:00,13,8,2,0,0,0,0,4,0,0.0,0.5714285714285714,0.0,2
0d2f40cc-3731-4de4-aeb5-c6d9defba768,5e1c1c2f-4de1-43e2-a619-1bf8695317e2,,2026-02-23 20:36:11.360820+00:00,2026-02-23 20:36:23.360820+00:00,12,9,2,0,0,0,0,3,1,0.0,0.6923076923076923,0.0,2
0d63406f-9535-4cc4-b222-045cae2fc6a8,23b3aa8f-19a4-4181-bfe2-38008c204dc6,,2026-02-23 20:36:13.156685+00:00,2026-02-23 20:36:23.156685+00:00,10,8,2,2,0,0,0,1,0,0.6666666666666666,0.7272727272727273,0.0,6
0d6e33e7-e5cf-4a10-9780-db2c1b92e8bf,ecd85ab7-7f93-41b0-a339-564bc2ecee59,,2026-02-23 20:36:13.263886+00:00,2026-02-23 20:36:23.263886+00:00,10,7,1,1,0,0,0,2,0,0.5,0.6363636363636364,0.0,3
0dcb6ae0-492f-4d15-99be-1029a19fc14e,,f25d9b15-f7bc-41f1-b911-6610d283d60f,2026-02-23 20:36:12.732898+00:00,2026-02-23 20:36:24.732898+00:00,12,7,4,0,0,0,0,1,0,0.0,0.5384615384615384,0.0,4
0ddde837-4f7a-4f15-8dc4-1ff14847a89b,,c9fce393-d172-49d8-837c-ab7492a268c3,2026-02-23 20:36:11.363080+00:00,2026-02-23 20:36:26.363080+00:00,15,10,5,0,0,0,0,3,0,0.0,0.625,0.0,5
0e5f94fb-55c4-4d0b-9075-69e634e934eb,,f53b87fd-53b3-4cca-980a-b1bbfd9da617,2026-02-23 20:36:11.364234+00:00,2026-02-23 20:36:24.364234+00:00,13,8,3,0,0,0,0,3,0,0.0,0.5714285714285714,0.0,3
0e7da827-b971-43ec-9e61-6b1f4f76c931,,9d0d3edc-84cd-4b22-8da3-78ad2ccdde4a,2026-02-23 20:36:11.254917+00:00,2026-02-23 20:36:21.254917+00:00,10,5,1,0,0,0,0,2,0,0.0,0.45454545454545453,0.0,1
0ea7df6f-e800-4d39-9043-f487a8f0c8c8,,22c59040-0af7-4f7d-b215-f80aad2a2910,2026-02-23 20:36:11.891386+00:00,2026-02-23 20:36:21.891386+00:00,10,5,2,0,0,0,0,1,0,0.0,0.45454545454545453,0.0,2
0ee70504-b26f-4d61-92fc-ced6bcf197ce,58a9ae1f-21bf-4f8a-a6ea-214c32675ba6,,2026-02-23 20:36:12.205085+00:00,2026-02-23 20:36:25.205085+00:00,13,12,5,1,0,1,0,1,0,0.16666666666666666,0.8571428571428571,0.16666666666666666,8
0f052618-ad55-4dcf-9af4-e134b95e9721,744c1140-c384-42c2-9266-130304082ae2,,2026-02-23 20:36:12.440747+00:00,2026-02-23 20:36:27.440747+00:00,15,15,5,3,0,1,0,3,0,0.5,0.9375,0.16666666666666666,12
0f0cbfae-d370-40c3-b7a2-096b1241b178,,73324a23-63bb-485b-8948-823d54c569df,2026-02-23 20:36:12.836944+00:00,2026-02-23 20:36:24.836944+00:00,12,7,3,0,0,0,0,2,0,0.0,0.5384615384615384,0.0,3
0f27f662-07bb-456a-8ee8-813330efb1f5,778388c0-64cc-43a7-8cde-c6bc7ac463d8,,2026-02-23 20:36:11.687971+00:00,2026-02-23 20:36:26.687971+00:00,15,18,4,2,0,4,0,4,0,0.4,1.125,0.8,12
0f42eaf4-73bf-4727-b063-1fce970d098c,ba264444-6872-4911-b339-a42d9769aa5c,,2026-02-23 20:36:10.826436+00:00,2026-02-23 20:36:21.826436+00:00,11,11,1,1,0,2,0,3,0,0.5,0.9166666666666666,1.0,5
0f4c73f4-a4a8-48d9-a23a-2440fafe5023,,e658aae9-f3ba-4e83-a27c-6d54f37b593f,2026-02-23 20:36:12.735010+00:00,2026-02-23 20:36:25.735010+00:00,13,8,4,0,0,0,0,2,0,0.0,0.5714285714285714,0.0,4
0fa1a358-a6e0-4aca-83c6-c3050d805352,b7ba5a02-c841-439c-be84-0f1283ff2057,,2026-02-23 20:36:12.103816+00:00,2026-02-23 20:36:26.103816+00:00,14,12,3,1,0,1,0,4,0,0.25,0.8,0.25,6
0fb7bfb5-f355-4605-9f9d-a440ad3c2033,,abc36f54-91eb-45ba-afb2-3b93ee12197e,2026-02-23 20:36:12.840884+00:00,2026-02-23 20:36:24.840884+00:00,12,7,1,0,0,0,0,4,0,0.0,0.5384615384615384,0.0,1
0fdd271d-3cfb-4960-aa23-cd3bdca92726,,796123b2-e84c-49e9-bffd-7d87cc325a5d,2026-02-23 20:36:12.544570+00:00,2026-02-23 20:36:27.544570+00:00,15,10,2,0,0,0,0,6,0,0.0,0.625,0.0,2
10251d04-629a-4779-957f-b8e001bfffa1,,02f5587d-fd80-4412-9115-b0c54ae99747,2026-02-23 20:36:12.939774+00:00,2026-02-23 20:36:23.939774+00:00,11,6,2,0,0,0,0,2,0,0.0,0.5,0.0,2
1111ff4a-01d0-4620-a428-81ddce1b6e1a,,4b227df6-56ec-4d5c-9c41-ad127e34d451,2026-02-23 20:36:13.580666+00:00,2026-02-23 20:36:28.580666+00:00,15,10,6,0,0,0,0,2,0,0.0,0.625,0.0,6
11274954-b1b0-417c-8f27-467b629df71c,2dc1b584-b342-4587-8750-a45ef8bc2046,,2026-02-23 20:36:13.054086+00:00,2026-02-23 20:36:23.054086+00:00,10,7,0,0,0,1,0,3,0,0.0,0.6363636363636364,1.0,1
1147c663-cfe3-4524-a30b-8ce7d7049d0a,,789d7bf6-fa34-4127-80c3-74079594dd6d,2026-02-23 20:36:13.264795+00:00,2026-02-23 20:36:26.264795+00:00,13,8,1,0,0,0,0,5,0,0.0,0.5714285714285714,0.0,1
1164b9b2-d344-4001-9c23-1f3fc6ceb8a7,,dbd2d253-0f9f-49ef-87ff-4c4a6dbf4c52,2026-02-23 20:36:10.944100+00:00,2026-02-23 20:36:22.944100+00:00,12,7,3,0,0,0,0,2,0,0.0,0.5384615384615384,0.0,3
116631f0-e7b1-498e-8570-ea02df909221,,7617a587-b8ef-41ee-8bf0-42c8e2c758fd,2026-02-23 20:36:11.586901+00:00,2026-02-23 20:36:23.586901+00:00,12,7,3,0,0,0,0,2,0,0.0,0.5384615384615384,0.0,3
117ebb86-b6b9-41f1-8fa4-edcb4eb6a6ac,,0d75854f-f7d2-4257-a64b-b261f6c899b4,2026-02-23 20:36:11.150180+00:00,2026-02-23 20:36:21.150180+00:00,10,5,0,0,0,0,0,3,0,0.0,0.45454545454545453,0.0,0
11bf52be-4cfe-471b-8eeb-0ec28e9ce9b4,,bc16df1b-939a-4a69-a952-3e50543736c7,2026-02-23 20:36:12.442434+00:00,2026-02-23 20:36:26.442434+00:00,14,9,4,0,0,0,0,3,0,0.0,0.6,0.0,4
11e2d30e-bad4-4971-beb1-4dcb596cbb00,067bd82d-e142-4ddb-92ab-be013e1d9068,,2026-02-23 20:36:11.586946+00:00,2026-02-23 20:36:22.586946+00:00,11,10,1,1,0,1,0,3,1,0.5,0.8333333333333334,0.5,4
122992f5-e513-4a97-8308-6bcefc7d79d7,,9d001379-dc37-488b-a558-c774713a77a6,2026-02-23 20:36:13.581943+00:00,2026-02-23 20:36:27.581943+00:00,14,9,4,0,0,0,0,3,0,0.0,0.6,0.0,4
123c84f9-6237-4ca0-ba6a-9f4037863eef,1c1f83ed-91d5-4860-aedd-7b9fcbbb9157,,2026-02-23 20:36:13.681665+00:00,2026-02-23 20:36:27.681665+00:00,14,15,3,2,0,2,0,4,0,0.5,1.0,0.5,9
12a22c2c-4f0c-41ce-914f-d008d34e2fd5,37e0c86a-8602-4be3-bf39-8bc98b72c644,,2026-02-23 20:36:11.891438+00:00,2026-02-23 20:36:24.891438+00:00,13,12,3,2,0,0,0,3,0,0.5,0.8571428571428571,0.0,7
12b87f15-a98b-49dd-b576-29537ce737a1,81ad3509-e888-4c87-844c-83882de364f3,,2026-02-23 20:36:12.100620+00:00,2026-02-23 20:36:27.100620+00:00,15,15,3,2,0,2,0,5,0,0.5,0.9375,0.5,9
