session_id,user_id,anonymous_id,session_start,session_end,events_count,session_duration_seconds,event_rate,product_views,add_to_cart_count,remove_from_cart_count,favorites_add_count,search_count,label_purchase,unique_products_viewed,repeat_views,top_product_view_ratio,avg_time_between_events,time_to_first_cart,cart_view_ratio,favorites_ratio,cart_remove_ratio,has_added_to_cart,has_favorited,has_searched,view_to_cart_transition,view_to_cart_transition_rate,cart_cycles
047776d8-b2c3-4436-9b85-f8391f323cdc,,250fb1d0-8372-4cff-b0d0-7bf469a11dfd,2026-03-10 04:02:58.058830+00:00,2026-03-10 04:03:40.058830+00:00,6,42.0,0.14285714285714285,4,0,0,0,0,0,4,0,0.16666666666666666,8.4,,0.0,0.0,0.0,0,0,0,0,0.0,0
04e6ba63-412a-4167-8280-585ca09ac8a4,,45772c96-7d11-41ad-9c42-31baf875c085,2026-03-09 16:02:58.058830+00:00,2026-03-09 16:03:50.058830+00:00,11,52.0,0.21153846153846154,6,1,0,0,2,0,5,2,0.2727272727272727,5.2,48.0,0.16666666666666666,0.0,0.0,1,0,1,1,0.16666666666666666,0
04fbc127-80f2-4c44-8b2c-8cc643299041,c2037216-4a6c-4af0-ba90-aca0cca6e549,,2026-03-05 14:02:58.058830+00:00,2026-03-05 14:04:59.058830+00:00,25,121.0,0.2066115702479339,11,1,0,0,10,0,9,3,0.08,5.041666666666667,102.0,0.09090909090909091,0.0,0.0,1,0,1,1,0.09090909090909091,0
0510935c-da5e-4612-980f-248a48be172b,,1679876d-306d-4deb-b799-7cca16429464,2026-03-04 03:02:58.058830+00:00,2026-03-04 03:04:11.058830+00:00,20,73.0,0.273972602739726,8,4,2,2,2,0,5,11,0.3,3.8421052631578947,3.0,0.5,0.25,0.5,1,1,1,3,0.375,2
052b0949-2ff8-4873-a821-6c8612fddacb,0a34ad94-b7d8-4706-8b80-16ba3d699da2,,2026-03-07 01:02:58.058830+00:00,2026-03-07 01:03:56.058830+00:00,12,58.0,0.20689655172413793,5,0,0,2,2,0,4,3,0.3333333333333333,5.2727272727272725,,0.0,0.4,0.0,0,1,1,0,0.0,0
05717136-c2c1-4035-a200-114cc2ef2dee,631beb6f-9cbd-4b69-9d5b-dcdd3cf1f7c8,,2026-03-05 02:02:58.058830+00:00,2026-03-05 02:03:46.058830+00:00,8,48.0,0.16666666666666666,3,0,0,1,2,0,3,1,0.25,6.857142857142857,,0.0,0.3333333333333333,0.0,0,1,1,0,0.0,0
05ffc47e-3033-4991-b07f-0162a6555851,e904e354-9da9-4e41-9f17-449dd2950ca8,,2026-03-04 09:02:58.058830+00:00,2026-03-04 09:03:15.058830+00:00,5,17.0,0.29411764705882354,2,0,0,0,1,0,2,0,0.2,4.25,,0.0,0.0,0.0,0,0,1,0,0.0,0
06189fc7-d2f8-4dc5-a97c-cc1450c444ff,0541bf34-728d-4950-918a-29a8917cd921,,2026-03-08 20:02:58.058830+00:00,2026-03-08 20:03:44.058830+00:00,12,46.0,0.2608695652173913,3,3,1,1,0,1,3,6,0.25,4.181818181818182,24.0,1.0,0.3333333333333333,0.3333333333333333,1,1,0,2,0.6666666666666666,1
06528a57-e57a-4579-9830-426b76e1a73f,87aea41c-74e0-4cff-8ca2-e077fb86cc31,,2026-03-07 18:02:58.058830+00:00,2026-03-07 18:03:39.058830+00:00,17,41.0,0.4146341463414634,7,0,0,1,6,0,7,1,0.11764705882352941,2.5625,,0.0,0.14285714285714285,0.0,0,1,1,0,0.0,0
06727cf3-a0a8-4ad6-8fed-e8d4fddf7c00,fd00ab0d-937d-4e71-9e58-62486232a374,,2026-03-04 06:02:58.058830+00:00,2026-03-04 06:03:18.058830+00:00,6,20.0,0.3,3,0,0,0,1,0,3,0,0.16666666666666666,4.0,,0.0,0.0,0.0,0,0,1,0,0.0,0
06d16c94-2934-4f04-9c3c-b509a663f337,79d09954-e181-406f-8839-c58c7342966e,,2026-03-08 16:02:58.058830+00:00,2026-03-08 16:03:55.058830+00:00,15,57.0,0.2631578947368421,7,2,1,1,1,0,5,6,0.3333333333333333,4.071428571428571,35.0,0.2857142857142857,0.14285714285714285,0.5,1,1,1,1,0.14285714285714285,1
06df80f6-144b-485f-b630-d46118ce0daa,c4c4fd3d-ed43-4746-80cc-be64ed55289c,,2026-03-04 07:02:58.058830+00:00,2026-03-04 07:03:55.058830+00:00,15,57.0,0.2631578947368421,5,2,1,2,0,1,2,9,0.6,4.071428571428571,6.0,0.4,0.4,0.5,1,1,0,1,0.2,1
06f9ec02-b0f4-43aa-9df6-6ae4e34afa7f,,697fb844-b566-4458-9b89-9439ee24464b,2026-03-06 15:02:58.058830+00:00,2026-03-06 15:04:06.058830+00:00,9,68.0,0.1323529411764706,5,0,0,0,2,0,5,0,0.1111111111111111,8.5,,0.0,0.0,0.0,0,0,1,0,0.0,0
0832ffd9-25d0-4298-9fbb-6248b44f1771,,7ff68872-0111-45d0-abaf-4c78121b216d,2026-03-05 11:02:58.058830+00:00,2026-03-05 11:03:46.058830+00:00,16,48.0,0.3333333333333333,8,4,1,1,0,0,4,10,0.3125,3.2,2.0,0.5,0.125,0.25,1,1,0,3,0.375,1
090dd857-1f14-4271-beaf-8e67a2dcca6b,,8fe9385a-9224-4f1d-a88e-45311273b951,2026-03-05 18:02:58.058830+00:00,2026-03-05 18:04:43.058830+00:00,13,105.0,0.12380952380952381,6,1,0,0,4,0,6,1,0.15384615384615385,8.75,50.0,0.16666666666666666,0.0,0.0,1,0,1,1,0.16666666666666666,0
097b54ef-8753-4834-8547-de6d3a91c4ae,52f34bec-fe82-49da-9212-bb68388a6510,,2026-03-06 10:02:58.058830+00:00,2026-03-06 10:03:53.058830+00:00,16,55.0,0.2909090909090909,5,2,2,2,2,0,4,7,0.3125,3.6666666666666665,26.0,0.4,0.4,1.0,1,1,1,1,0.2,2
098d48f8-c56e-461e-a575-b18793779783,fd71b164-310b-40a6-b1d5-7df943ddc4a6,,2026-03-06 10:02:58.058830+00:00,2026-03-06 10:04:11.058830+00:00,16,73.0,0.2191780821917808,8,4,0,0,0,1,4,9,0.375,4.866666666666666,18.0,0.5,0.0,0.0,1,0,0,4,0.5,0
0999c228-0227-495f-b875-08a406d11c07,be28007f-3e98-4009-8d20-93dcfc8649ab,,2026-03-05 21:02:58.058830+00:00,2026-03-05 21:04:09.058830+00:00,26,71.0,0.36619718309859156,9,6,3,2,2,0,5,15,0.38461538461538464,2.84,7.0,0.6666666666666666,0.2222222222222222,0.5,1,1,1,5,0.5555555555555556,3
0a3a33ad-972a-414a-8791-3f7a98447423,ee74a016-8927-419d-9c98-2cdf64bef199,775649a2-7e18-47e2-8b12-c274e75f4dfa,2026-03-09 09:02:58.058830+00:00,2026-03-09 09:03:30.058830+00:00,9,32.0,0.28125,2,1,0,1,0,1,2,3,0.3333333333333333,4.0,7.0,0.5,0.5,0.0,1,1,0,1,0.5,0
0ad2a855-0a5c-4850-9c22-3256bc4382fd,3c5150b0-252e-41a6-bd7b-bd4ab3bda407,,2026-03-09 05:02:58.058830+00:00,2026-03-09 05:03:20.058830+00:00,8,22.0,0.36363636363636365,3,0,0,1,1,0,3,1,0.25,3.142857142857143,,0.0,0.3333333333333333,0.0,0,1,1,0,0.0,0
0afae63f-e07e-482f-b517-0741c88f5d28,146599f9-90db-4fa5-a454-67c4d3f2bbd3,,2026-03-07 08:02:58.058830+00:00,2026-03-07 08:03:55.058830+00:00,7,57.0,0.12280701754385964,2,1,0,0,1,1,2,2,0.42857142857142855,9.5,21.0,0.5,0.0,0.0,1,0,1,1,0.5,0
0bcd23df-821b-4309-be8e-a2c0e7f61be2,f57db876-03d9-43ab-8fb0-70b7169b2195,,2026-03-05 20:02:58.058830+00:00,2026-03-05 20:03:13.058830+00:00,6,15.0,0.4,2,1,0,0,1,0,2,1,0.3333333333333333,3.0,3.0,0.5,0.0,0.0,1,0,1,1,0.5,0
0bcd7aa1-5c03-428d-ab67-6995f05a0693,dcb7465b-0465-4c6e-95e6-c30c986f6c68,,2026-03-05 03:02:58.058830+00:00,2026-03-05 03:03:37.058830+00:00,6,39.0,0.15384615384615385,2,0,0,0,1,0,2,0,0.16666666666666666,7.8,,0.0,0.0,0.0,0,0,1,0,0.0,0
0bd3a59b-67c4-4ef5-be4a-001fed65de3a,3990c7e9-38aa-44eb-a859-a9a7fb677540,,2026-03-04 17:02:58.058830+00:00,2026-03-04 17:04:32.058830+00:00,21,94.0,0.22340425531914893,8,5,1,2,2,0,7,9,0.2857142857142857,4.7,10.0,0.625,0.25,0.2,1,1,1,3,0.375,1
0bd41f45-e50d-4622-b757-808ca095d038,c53c3973-f9fc-4629-904f-196f46f40cc3,7081e1d2-f48c-438e-b82c-e60d1aa24402,2026-03-04 07:02:58.058830+00:00,2026-03-04 07:03:38.058830+00:00,11,40.0,0.275,3,3,0,0,0,1,2,5,0.36363636363636365,4.0,3.0,1.0,0.0,0.0,1,0,0,3,1.0,0
0c8a2dd8-6992-404d-893d-52801c11b95b,,1ca80f81-4c9d-4cd0-b904-0ecaa7c32d47,2026-03-04 11:02:58.058830+00:00,2026-03-04 11:03:11.058830+00:00,6,13.0,0.46153846153846156,2,2,0,0,0,0,2,2,0.3333333333333333,2.6,8.0,1.0,0.0,0.0,1,0,0,2,1.0,0
0c9087f7-336c-4cf3-bc41-a0c64ada791b,576ce770-66ca-4ef5-9c4c-bb9a79b1fd6d,,2026-03-07 05:02:58.058830+00:00,2026-03-07 05:03:06.058830+00:00,5,8.0,0.625,2,0,0,1,0,0,2,1,0.4,2.0,,0.0,0.5,0.0,0,1,0,0,0.0,0
0cb040b3-ae79-4c58-aa62-1c34487741e5,7312b7d3-e0de-42d2-a3b8-6a1d4cd98500,,2026-03-05 10:02:58.058830+00:00,2026-03-05 10:03:34.058830+00:00,11,36.0,0.3055555555555556,5,0,0,1,1,0,4,2,0.18181818181818182,3.6,,0.0,0.2,0.0,0,1,1,0,0.0,0
0cd817c5-d3c2-4ac2-83cc-b50398e8a23f,aed9d52b-ab97-4842-8cf5-fbc670624273,,2026-03-10 11:02:58.058830+00:00,2026-03-10 11:03:26.058830+00:00,6,28.0,0.21428571428571427,2,0,0,0,2,0,2,0,0.16666666666666666,5.6,,0.0,0.0,0.0,0,0,1,0,0.0,0
0d0d9e9f-5077-4303-be0d-1f216fed6231,fdc42cba-32f1-43e4-80d3-d23e806b310f,,2026-03-07 20:02:58.058830+00:00,2026-03-07 20:03:25.058830+00:00,10,27.0,0.37037037037037035,4,0,0,0,3,0,4,0,0.1,3.0,,0.0,0.0,0.0,0,0,1,0,0.0,0
0d528e3a-ab7c-44c2-80a9-b43f4896de3e,4bfe2a5d-ec08-4ff5-9260-734fcc816e63,,2026-03-05 12:02:58.058830+00:00,2026-03-05 12:05:05.058830+00:00,27,127.0,0.2125984251968504,12,1,1,2,8,0,9,7,0.14814814814814814,4.884615384615385,10.0,0.08333333333333333,0.16666666666666666,1.0,1,1,1,0,0.0,1
0d5aa2fe-4764-4a30-86b8-721779492abf,262bcf4e-0b60-4cab-a6cd-4990bb0527be,,2026-03-05 19:02:58.058830+00:00,2026-03-05 19:03:23.058830+00:00,8,25.0,0.32,3,3,0,0,0,0,2,4,0.5,3.5714285714285716,9.0,1.0,0.0,0.0,1,0,0,3,1.0,0
0d7e427f-15fd-4b9e-ac3e-41593edef7f9,4343ac0b-871a-497b-9494-630fca7a151e,,2026-03-06 18:02:58.058830+00:00,2026-03-06 18:05:11.058830+00:00,25,133.0,0.18796992481203006,12,0,0,0,10,0,11,1,0.08,5.541666666666667,,0.0,0.0,0.0,0,0,1,0,0.0,0
0d88fdfb-5e78-4a2f-abc2-e80b1d8ccc16,b5b525ce-c1d6-4b70-aed0-70ae85ee5a7d,,2026-03-04 10:02:58.058830+00:00,2026-03-04 10:05:39.058830+00:00,19,161.0,0.11801242236024845,9,0,0,1,7,0,8,2,0.10526315789473684,8.944444444444445,,0.0,0.1111111111111111,0.0,0,1,1,0,0.0,0
0e6c385a-79e5-4e3c-bf44-e516c64ebbd6,,53783a42-905b-48df-a0b1-6f4f0455631d,2026-03-06 16:02:58.058830+00:00,2026-03-06 16:04:35.058830+00:00,18,97.0,0.18556701030927836,7,3,0,4,2,0,6,8,0.3333333333333333,5.705882352941177,39.0,0.42857142857142855,0.5714285714285714,0.0,1,1,1,1,0.14285714285714285,0
0edbeb1b-ccc3-4e03-8eac-a03bfb2fc3ae,9fec1898-59e6-4fcd-94da-bc20c1f11415,,2026-03-05 06:02:58.058830+00:00,2026-03-05 06:04:29.058830+00:00,23,91.0,0.25274725274725274,12,0,0,1,8,0,11,2,0.08695652173913043,4.136363636363637,,0.0,0.08333333333333333,0.0,0,1,1,0,0.0,0
0f1e39ff-2f35-4e4e-8eba-5e9d9a6d3010,e931f7ac-1652-4975-9896-fb3267240c24,,2026-03-08 14:02:58.058830+00:00,2026-03-08 14:05:23.058830+00:00,23,145.0,0.15862068965517243,12,1,1,0,7,0,11,3,0.17391304347826086,6.590909090909091,121.0,0.08333333333333333,0.0,1.0,1,0,1,1,0.08333333333333333,1
0f24ed54-29a6-4a9f-83b4-80b45b04f56b,ba8e7e27-376f-434e-b8d9-15238616e508,,2026-03-07 17:02:58.058830+00:00,2026-03-07 17:04:34.058830+00:00,18,96.0,0.1875,7,2,1,1,2,1,7,5,0.16666666666666666,5.647058823529412,43.0,0.2857142857142857,0.14285714285714285,0.5,1,1,1,2,0.2857142857142857,1
0f2a8a1c-818f-42bb-acf7-208a0597efb7,4771b60e-16e5-440a-b9d9-0608c3cb264a,,2026-03-12 12:02:58.058830+00:00,2026-03-12 12:03:50.058830+00:00,16,52.0,0.3076923076923077,6,0,0,1,5,0,6,1,0.125,3.466666666666667,,0.0,0.16666666666666666,0.0,0,1,1,0,0.0,0
0f57b7ca-d5f7-4768-b92d-02684ab70dd1,a9956fe2-6544-426a-8b86-2e562291dcd5,,2026-03-04 04:02:58.058830+00:00,2026-03-04 04:03:33.058830+00:00,9,35.0,0.2571428571428571,2,2,0,1,0,1,2,4,0.4444444444444444,4.375,9.0,1.0,0.5,0.0,1,1,0,1,0.5,0
0f69b0e6-dfff-4826-ad01-6568d1114694,7b13b112-f6db-4834-833a-c25b4706e7aa,,2026-03-10 09:02:58.058830+00:00,2026-03-10 09:05:07.058830+00:00,23,129.0,0.17829457364341086,10,1,1,0,8,0,10,2,0.13043478260869565,5.863636363636363,29.0,0.1,0.0,1.0,1,0,1,1,0.1,1
0f98c7e9-c8e8-4b06-844d-43cac4af7782,dca3cb5e-1ff6-4211-9d9a-eba0e1ccc9c0,,2026-03-10 22:02:58.058830+00:00,2026-03-10 22:03:29.058830+00:00,9,31.0,0.2903225806451613,4,0,0,1,1,0,4,1,0.2222222222222222,3.875,,0.0,0.25,0.0,0,1,1,0,0.0,0
0ffb6761-eb7e-4976-a8d9-d1917e1fcafd,,0189e460-9c93-484d-9886-6cf365ef82f2,2026-03-04 12:02:58.058830+00:00,2026-03-04 12:04:18.058830+00:00,18,80.0,0.225,8,4,1,0,3,0,7,6,0.16666666666666666,4.705882352941177,25.0,0.5,0.0,0.25,1,0,1,4,0.5,1
10043476-bbaa-4240-92b6-667b630085d5,,a5c37bcf-814c-4708-a76c-c5bce9ca5a22,2026-03-08 08:02:58.058830+00:00,2026-03-08 08:04:13.058830+00:00,13,75.0,0.17333333333333334,7,0,0,0,4,0,7,0,0.07692307692307693,6.25,,0.0,0.0,0.0,0,0,1,0,0.0,0
1072b89b-ae9e-48f2-99ca-805b346c021a,0cc87ed5-3437-4224-950c-4992580e8ccd,,2026-03-07 22:02:58.058830+00:00,2026-03-07 22:03:13.058830+00:00,6,15.0,0.4,2,0,0,0,1,0,2,0,0.16666666666666666,3.0,,0.0,0.0,0.0,0,0,1,0,0.0,0
10950d69-4364-400f-8c12-8f1772e3c001,13613354-efae-4a77-bfdc-ab5b1d384018,,2026-03-05 00:02:58.058830+00:00,2026-03-05 00:03:24.058830+00:00,6,26.0,0.23076923076923078,3,0,0,0,1,0,2,1,0.3333333333333333,5.2,,0.0,0.0,0.0,0,0,1,0,0.0,0
1128d66e-b71a-4c59-a8a5-42ebcee4d2bf,9e39df1a-939a-4c3c-89f3-38d5b2b29a35,,2026-03-04 03:02:58.058830+00:00,2026-03-04 03:04:17.058830+00:00,23,79.0,0.2911392405063291,10,1,0,1,8,0,9,3,0.13043478260869565,3.590909090909091,56.0,0.1,0.1,0.0,1,1,1,1,0.1,0
11618d9c-0499-4d70-a995-a54b8c2d3697,fadb4ace-f549-45b8-9391-e1477b8ea6ec,,2026-03-09 07:02:58.058830+00:00,2026-03-09 07:03:22.058830+00:00,4,24.0,0.16666666666666666,2,0,0,0,0,0,2,0,0.25,8.0,,0.0,0.0,0.0,0,0,0,0,0.0,0
1175c009-7adb-47a5-a587-77f8a9833228,039a890e-ce82-4cfa-a807-9118d1845e5a,,2026-03-06 04:02:58.058830+00:00,2026-03-06 04:03:56.058830+00:00,21,58.0,0.3620689655172414,9,6,0,1,1,1,4,13,0.3333333333333333,2.9,10.0,0.6666666666666666,0.1111111111111111,0.0,1,1,1,5,0.5555555555555556,0
1187fe6f-e3e8-4590-b31e-b910838d7baa,f556165e-3103-4591-b0d7-15fc89f184cd,,2026-03-09 16:02:58.058830+00:00,2026-03-09 16:04:13.058830+00:00,12,75.0,0.16,5,2,0,2,0,0,5,4,0.25,6.818181818181818,15.0,0.4,0.4,0.0,1,1,0,1,0.2,0
11a0eda4-5399-446b-b644-881118e9ba4e,,2fb75adc-8585-4fe1-b1e5-7f41eaecb40f,2026-03-05 12:02:58.058830+00:00,2026-03-05 12:04:15.058830+00:00,19,77.0,0.24675324675324675,8,4,0,1,4,0,8,5,0.15789473684210525,4.277777777777778,61.0,0.5,0.125,0.0,1,1,1,3,0.375,0
121b4ea4-759e-478c-91d6-6781126ae0b5,3040ee5e-c13e-40e6-867b-67aa77cd6590,,2026-03-06 09:02:58.058830+00:00,2026-03-06 09:03:49.058830+00:00,16,51.0,0.3137254901960784,8,2,1,1,1,0,5,7,0.25,3.4,18.0,0.25,0.125,0.5,1,1,1,1,0.125,1
122650a8-d12b-45f7-a3cb-1c463035f1d0,,c798ea8b-e106-49bd-ac76-5a0f10c80d59,2026-03-08 00:02:58.058830+00:00,2026-03-08 00:03:52.058830+00:00,19,54.0,0.35185185185185186,10,1,0,1,5,0,9,3,0.15789473684210525,3.0,15.0,0.1,0.1,0.0,1,1,1,1,0.1,0
124d03f9-44c6-40ff-ab92-6045af4a7f01,610b6618-f77e-4e20-917e-59a2bb388fdf,,2026-03-05 14:02:58.058830+00:00,2026-03-05 14:03:50.058830+00:00,13,52.0,0.25,6,0,0,1,3,0,6,1,0.15384615384615385,4.333333333333333,,0.0,0.16666666666666666,0.0,0,1,1,0,0.0,0
126e40a3-f776-482e-865a-f359249bb303,,fcc6705e-6090-404f-bc3e-3582acbdf60f,2026-03-07 11:02:58.058830+00:00,2026-03-07 11:04:17.058830+00:00,17,79.0,0.21518987341772153,6,3,1,2,3,0,4,8,0.5294117647058824,4.9375,6.0,0.5,0.3333333333333333,0.3333333333333333,1,1,1,1,0.16666666666666666,1
12752107-c2f3-4e4e-9224-4e1b123f095c,7f3dbe4b-cc93-4da3-bad4-765e82b464bd,,2026-03-05 21:02:58.058830+00:00,2026-03-05 21:04:22.058830+00:00,14,84.0,0.16666666666666666,6,2,1,1,1,1,5,6,0.35714285714285715,6.461538461538462,5.0,0.3333333333333333,0.16666666666666666,0.5,1,1,1,2,0.3333333333333333,1
1276974b-a4cd-4fc7-9602-20d07cb34690,80f1aaaa-5e93-4bbe-8e6e-06545777e469,,2026-03-06 09:02:58.058830+00:00,2026-03-06 09:03:15.058830+00:00,6,17.0,0.35294117647058826,2,0,0,0,1,0,2,0,0.16666666666666666,3.4,,0.0,0.0,0.0,0,0,1,0,0.0,0
128dfe3d-561a-49b9-91f9-aec456265295,b4a63fd3-d4bc-4fd0-b8e0-17768012f870,,2026-03-05 21:02:58.058830+00:00,2026-03-05 21:04:59.058830+00:00,15,121.0,0.12396694214876033,8,0,0,0,5,0,5,3,0.2,8.642857142857142,,0.0,0.0,0.0,0,0,1,0,0.0,0
1298df5c-7719-424b-a8a2-fb198db25b9d,b407ecf7-f4b0-486f-a357-650d8ef32cff,5f3b986d-fc21-4bd5-9969-c4ed940c9443,2026-03-08 09:02:58.058830+00:00,2026-03-08 09:03:34.058830+00:00,11,36.0,0.3055555555555556,3,3,1,0,0,1,3,5,0.2727272727272727,3.6,6.0,1.0,0.0,0.3333333333333333,1,0,0,3,1.0,1
129d5a41-e590-4950-bb80-54f8a5af72ef,dce9d1b0-8e8e-4083-88d1-2f162e6f7975,,2026-03-04 00:02:58.058830+00:00,2026-03-04 00:03:46.058830+00:00,12,48.0,0.25,3,3,2,2,0,0,2,8,0.5,4.363636363636363,9.0,1.0,0.6666666666666666,0.6666666666666666,1,1,0,1,0.3333333333333333,2
12a163cf-7426-4434-b890-28e7abcfaae5,ceec62ce-4fab-4311-835c-42f95f401ff6,,2026-03-08 09:02:58.058830+00:00,2026-03-08 09:03:25.058830+00:00,8,27.0,0.2962962962962963,3,0,0,0,3,0,3,0,0.125,3.857142857142857,,0.0,0.0,0.0,0,0,1,0,0.0,0
130052da-9105-4c83-9745-4504a345cd46,,b680d194-4806-44f7-bc85-37485f3508ad,2026-03-06 17:02:58.058830+00:00,2026-03-06 17:03:41.058830+00:00,13,43.0,0.3023255813953488,6,4,1,0,0,0,4,7,0.38461538461538464,3.5833333333333335,28.0,0.6666666666666666,0.0,0.25,1,0,0,4,0.6666666666666666,1
132d9269-7a36-4221-93da-62d737061f56,146599f9-90db-4fa5-a454-67c4d3f2bbd3,,2026-03-04 04:02:58.058830+00:00,2026-03-04 04:03:30.058830+00:00,11,32.0,0.34375,3,3,1,1,0,1,3,6,0.2727272727272727,3.2,2.0,1.0,0.3333333333333333,0.3333333333333333,1,1,0,2,0.6666666666666666,1
13d07c9b-5d53-422b-915c-a1258765dd99,dca3cb5e-1ff6-4211-9d9a-eba0e1ccc9c0,,2026-03-13 19:02:58.058830+00:00,2026-03-13 19:03:28.058830+00:00,6,30.0,0.2,3,0,0,1,0,0,3,1,0.3333333333333333,6.0,,0.0,0.3333333333333333,0.0,0,1,0,0,0.0,0
13e873ab-070a-49d9-a4f3-99ee483d9eab,,7ba71126-1823-40c8-a0f7-0cbf184b029c,2026-03-08 14:02:58.058830+00:00,2026-03-08 14:05:15.058830+00:00,23,137.0,0.1678832116788321,11,0,0,0,10,0,10,1,0.08695652173913043,6.2272727272727275,,0.0,0.0,0.0,0,0,1,0,0.0,0
13f6ddca-106d-433d-b9bf-047a55fdc001,,9802bf55-26a3-4567-9926-52623b6781f5,2026-03-08 13:02:58.058830+00:00,2026-03-08 13:03:38.058830+00:00,9,40.0,0.225,4,0,0,1,2,0,3,2,0.3333333333333333,5.0,,0.0,0.25,0.0,0,1,1,0,0.0,0
148e1855-a63b-457d-bdec-52113c73ffde,610b6618-f77e-4e20-917e-59a2bb388fdf,,2026-03-07 00:02:58.058830+00:00,2026-03-07 00:04:08.058830+00:00,16,70.0,0.22857142857142856,8,0,0,0,5,0,8,0,0.0625,4.666666666666667,,0.0,0.0,0.0,0,0,1,0,0.0,0
149c88d1-1e51-45ff-89a4-73fcc9688b27,,dd65abc9-8ecb-41ce-b038-ae5153efee0e,2026-03-12 03:02:58.058830+00:00,2026-03-12 03:03:41.058830+00:00,13,43.0,0.3023255813953488,5,2,1,1,2,0,4,5,0.46153846153846156,3.5833333333333335,8.0,0.4,0.2,0.5,1,1,1,1,0.2,1
