event_type,event_category,user_id,anonymous_id,session_id,product_id,metadata,created_at
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,,{},2026-03-06T10:03:23.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,62,{},2026-03-06T10:03:27.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,,{},2026-03-06T10:03:29.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,54,{},2026-03-06T10:03:30.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,50,{},2026-03-06T10:03:44.058830+00:00
ADD_TO_FAVORITES,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,50,{},2026-03-06T10:03:45.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,50,{},2026-03-06T10:03:52.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,55,{},2026-03-06T10:03:54.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,,{},2026-03-06T10:04:05.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,45,{},2026-03-06T10:04:06.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,53,{},2026-03-06T10:04:07.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,,{},2026-03-06T10:04:08.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,43,{},2026-03-06T10:04:16.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,,{},2026-03-06T10:04:17.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,69,{},2026-03-06T10:04:18.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,53,{},2026-03-06T10:04:22.058830+00:00
LOGOUT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,,{},2026-03-06T10:04:24.058830+00:00
SESSION_END,SYSTEM,c2037216-4a6c-4af0-ba90-aca0cca6e549,,ed305e5f-b2e7-413c-9608-424d50837e98,,{},2026-03-06T10:04:25.058830+00:00
SESSION_START,SYSTEM,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,,{},2026-03-09T10:02:58.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,,{},2026-03-09T10:03:01.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,61,{},2026-03-09T10:03:07.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,,{},2026-03-09T10:03:17.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,10,{},2026-03-09T10:03:18.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,,{},2026-03-09T10:03:19.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,37,{},2026-03-09T10:03:21.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,,{},2026-03-09T10:03:29.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,40,{},2026-03-09T10:03:31.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,1,{},2026-03-09T10:03:36.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,38,{},2026-03-09T10:03:42.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,38,{},2026-03-09T10:03:47.058830+00:00
LOGOUT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,,{},2026-03-09T10:03:48.058830+00:00
SESSION_END,SYSTEM,c2037216-4a6c-4af0-ba90-aca0cca6e549,,d764c308-4cf9-44a7-afb2-109a1d7e397b,,{},2026-03-09T10:03:49.058830+00:00
SESSION_START,SYSTEM,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,,{},2026-03-11T18:02:58.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,,{},2026-03-11T18:03:37.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,2,{},2026-03-11T18:03:38.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,,{},2026-03-11T18:03:40.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,12,{},2026-03-11T18:03:48.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,48,{},2026-03-11T18:03:57.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,,{},2026-03-11T18:04:07.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,9,{},2026-03-11T18:04:12.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,,{},2026-03-11T18:04:15.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,33,{},2026-03-11T18:04:16.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,36,{},2026-03-11T18:04:19.058830+00:00
ADD_TO_FAVORITES,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,36,{},2026-03-11T18:04:26.058830+00:00
SEARCH_QUERY,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,,{},2026-03-11T18:04:44.058830+00:00
VIEW_PRODUCT,USER,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,33,{},2026-03-11T18:04:45.058830+00:00
SESSION_END,SYSTEM,c2037216-4a6c-4af0-ba90-aca0cca6e549,,7ca87b5f-b518-4cf0-a11f-814775c1fa8a,,{},2026-03-11T18:04:53.058830+00:00
SESSION_START,SYSTEM,9d98dbc4-ee3d-44e1-accd-c024cb03e919,,96fd24c9-2da2-4fef-83e7-e5fdd6aac36e,,{},2026-03-04T18:02:58.058830+00:00
LOGIN,USER,9d98dbc4-ee3d-44e1-accd-c024cb03e919,,96fd24c9-2da2-4fef-83e7-e5fdd6aac36e,,{},2026-03-04T18:03:00.058830+00:00
VIEW_PRODUCT,USER,9d98dbc4-ee3d-44e1-accd-c024cb03e919,,96fd24c9-2da2-4fef-83e7-e5fdd6aac36e,26,{},2026-03-04T18:03:05.058830+00:00
SEARCH_QUERY,USER,9d98dbc4-ee3d-44e1-accd-c024cb03e919,,96fd24c9-2da2-4fef-83e7-e5fdd6aac36e,,{},2026-03-04T18:03:08.058830+00:00
VIEW_PRODUCT,USER,9d98dbc4-ee3d-44e1-accd-c024cb03e919,,96fd24c9-2da2-4fef-83e7-e5fdd6aac36e,6,{},2026-03-04T18:03:09.058830+00:00
SEARCH_QUERY,USER,9d98dbc4-ee3d-44e1-accd-c024cb03e919,,96fd24c9-2da2-4fef-83e7-e5fdd6aac36e,,{},2026-03-04T18:03:12.058830+00:00
VIEW_PRODUCT,USER,9d98dbc4-ee3d-44e1-accd-c024cb03e919,,96fd24c9-2da2-4fef-83e7-e5fdd6aac36e,7,{},2026-03-04T18:03:15.058830+00:00
VIEW_PRODUCT,USER,9d98dbc4-ee3d-44e1-accd-c024cb03e919,,96fd24c9-2da2-4fef-83e7-e5fdd6aac36e,38,{},2026-03-04T18:03:19.058830+00:00
LOGOUT,USER,9d98dbc4-ee3d-44e1-accd-c024cb03e919,,96fd24c9-2da2-4fef-83e7-e5fdd6aac36e,,{},2026-03-04T18:03:20.058830+00:00
SESSION_END,SYSTEM,9d98dbc4-ee3d-44e1-accd-c024cb03e919,,96fd24c9-2da2-4fef-83e7-e5fdd6aac36e,,{},2026-03-04T18:03:21.058830+00:00
SESSION_START,SYSTEM,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,,{},2026-03-05T21:02:58.058830+00:00
LOGIN,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,,{},2026-03-05T21:03:00.058830+00:00
SEARCH_QUERY,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,,{},2026-03-05T21:03:08.058830+00:00
VIEW_PRODUCT,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,7,{},2026-03-05T21:03:09.058830+00:00
SEARCH_QUERY,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,,{},2026-03-05T21:03:18.058830+00:00
VIEW_PRODUCT,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,72,{},2026-03-05T21:03:19.058830+00:00
VIEW_PRODUCT,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,60,{},2026-03-05T21:03:23.058830+00:00
VIEW_PRODUCT,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,60,{},2026-03-05T21:03:25.058830+00:00
SEARCH_QUERY,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,,{},2026-03-05T21:03:26.058830+00:00
VIEW_PRODUCT,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,69,{},2026-03-05T21:03:27.058830+00:00
SEARCH_QUERY,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,,{},2026-03-05T21:03:42.058830+00:00
VIEW_PRODUCT,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,40,{},2026-03-05T21:03:48.058830+00:00
SEARCH_QUERY,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,,{},2026-03-05T21:03:51.058830+00:00
VIEW_PRODUCT,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,60,{},2026-03-05T21:03:52.058830+00:00
VIEW_PRODUCT,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,40,{},2026-03-05T21:03:53.058830+00:00
SEARCH_QUERY,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,,{},2026-03-05T21:03:57.058830+00:00
VIEW_PRODUCT,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,50,{},2026-03-05T21:04:02.058830+00:00
SEARCH_QUERY,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,,{},2026-03-05T21:04:23.058830+00:00
VIEW_PRODUCT,USER,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,51,{},2026-03-05T21:04:24.058830+00:00
SESSION_END,SYSTEM,b1130492-3e73-4cc9-afa9-6eede09ebb99,,1a637b7a-a55d-4707-b959-64daef911c8f,,{},2026-03-05T21:04:25.058830+00:00
SESSION_START,SYSTEM,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,,{},2026-03-05T00:02:58.058830+00:00
LOGIN,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,,{},2026-03-05T00:02:59.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,,{},2026-03-05T00:03:33.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,22,{},2026-03-05T00:03:34.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,42,{},2026-03-05T00:03:35.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,61,{},2026-03-05T00:03:38.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,42,{},2026-03-05T00:04:14.058830+00:00
ADD_TO_FAVORITES,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,42,{},2026-03-05T00:04:23.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,,{},2026-03-05T00:04:55.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,34,{},2026-03-05T00:04:56.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,32,{},2026-03-05T00:04:57.058830+00:00
SESSION_END,SYSTEM,b6444ed3-7695-4461-b9df-3f609e070cd8,,53ea4c9d-c96b-465f-bf1a-a804cf23f92f,,{},2026-03-05T00:04:58.058830+00:00
SESSION_START,SYSTEM,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,,{},2026-03-07T02:02:58.058830+00:00
LOGIN,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,,{},2026-03-07T02:02:59.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,,{},2026-03-07T02:03:00.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,63,{},2026-03-07T02:03:01.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,,{},2026-03-07T02:03:02.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,15,{},2026-03-07T02:03:03.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,,{},2026-03-07T02:03:17.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,4,{},2026-03-07T02:03:20.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,39,{},2026-03-07T02:03:24.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,,{},2026-03-07T02:03:47.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,32,{},2026-03-07T02:03:49.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,,{},2026-03-07T02:03:50.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,70,{},2026-03-07T02:03:51.058830+00:00
SESSION_END,SYSTEM,b6444ed3-7695-4461-b9df-3f609e070cd8,,d97b31dd-03e3-4f4f-80ad-ff20806d1689,,{},2026-03-07T02:03:52.058830+00:00
SESSION_START,SYSTEM,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,,{},2026-03-07T09:02:58.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,6,{},2026-03-07T09:02:59.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,24,{},2026-03-07T09:03:07.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,,{},2026-03-07T09:03:26.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,25,{},2026-03-07T09:03:27.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,,{},2026-03-07T09:03:32.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,51,{},2026-03-07T09:03:36.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,,{},2026-03-07T09:03:37.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,46,{},2026-03-07T09:03:41.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,,{},2026-03-07T09:03:58.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,59,{},2026-03-07T09:04:02.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,45,{},2026-03-07T09:04:22.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,,{},2026-03-07T09:04:24.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,30,{},2026-03-07T09:04:30.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,,{},2026-03-07T09:04:38.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,57,{},2026-03-07T09:04:41.058830+00:00
SEARCH_QUERY,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,,{},2026-03-07T09:04:48.058830+00:00
VIEW_PRODUCT,USER,b6444ed3-7695-4461-b9df-3f609e070cd8,,5d8d4e29-ccfa-4258-af76-cb82127b7536,51,{},2026-03-07T09:04:51.058830+00:00
